tract,AgeDependencyRatio,Population,Median_Age,PctMale,PctFemale,PctBlack,PctAmIndian_AlaskaNat,PctAsian,PctNatHaw_PacIsland,PctOther,PctMixed,PctHispanicLatino,PctWhiteNonHisp,PctMinority,Age5andUp,LimitedEngProf5andUP,Age25andUp,LessThanHS,HSOnly,SomeCollege,Bachelors,Grad_Professional,TotalPop16Over,Unemployment,PovertyN,PercPoverty,Total,NativeN,PctNative,ForeignBornN,PctForeignBorn,TotalHHN,FemaleHHN,FemaleHHPct,MedianIncomeHH,TotalHH,OwnerOccN,OwnerOccAfter2015,OwnerOcc2010_2014,OwnerOcc_2009,OwnerOcc2000_2009,OwnerOcc1990_1999,OwnerOcc1980_1989,OwnerOcc1970_1979,RenterOccN,RenterOcc2015,RenterOcc2010_2014,RenterOcc2009,RenterOcc2000_2009,RenterOcc1990_1999,RenterOcc1980_1989,RenterOcc1979,AllOcc2009N,AllOcc2009Pct,TotalPop5Over,PctEnglishVeryWell,PctEnglishLessWell,PctEnglishLessWell_Spanish,UnitsTotal,OccUnitsN,PctOccHousing,VacantUnitsN,PctVacHousing,HHNOcc,OwnOccNOcc,OwnerOcc1_01_1_5,OwnerOcc1_51_2_0,OwnerOcc2_01_more_or_mor,OwnerOcc01_01_more,RentOccNOcc,RenterOc1_01_1_5,RenterOc1_51_2_0,RenterOc2_01_more_oor_mo,RenterOcc1_01_more,AnyOcc1_01_moreN,AnyOcc1_01_morePct,PovPopMeasured,BelowPovN,PctBelowPoverty,Below50PovN,PctBelow50Pct,Below125PovN,PctBelow125Pov,Below150PovN,PctBelow150Pov,Below185PovN,PctBelow185Pov,Below200PovN,PctBelow200Pov,TotalHHAssist,PublicAssistanceN,PublicAssistancePct,NoPublicAssistanceN
630500,59.2,6405,29.3,54.2,45.8,2.3,0,0.9,0,57,0.8,93.9,2.5,97.5,5903,47.3,3696,54.8,28.1,13.1,3.3,0.7,4695,13,573,0.122044728,6405,3468,0.541451991,2937,0.458548009,1473,238,0.161575017,39561,1473,816,0,118,698,313,280,64,41,657,0,310,347,278,69,0,0,1045,0.709436524,5903,52.7,47.3,52.5,1680,1473,0.876785714,207,0.123214286,1473,816,70,35,0,105,657,140,0,0,140,245,0.166327223,6363,1145,18,401,0.063020588,2245,0.352820996,2984,0.468961182,3739,0.587615904,3973,0.624391011,1473,326,0.22131704,1147
630800,66.2,7702,29.8,51.3,48.7,3.4,1,1.4,0,50.1,1.2,94,2.1,97.9,7081,37.9,4562,43.5,34.4,17.5,3.5,1.1,5393,13.1,818,0.151678101,7702,4336,0.562970657,3366,0.437029343,1674,302,0.180406213,42008,1674,1062,0,113,949,456,365,71,57,612,0,304,308,254,54,0,0,1257,0.750896057,7081,62.1,37.9,44.6,1785,1674,0.937815126,111,0.062184874,1674,1062,137,14,0,151,612,73,47,0,120,271,0.161887694,7567,1732,22.9,703,0.092903396,2658,0.351262059,2962,0.391436501,4205,0.555702392,4792,0.633276067,1674,638,0.381123059,1036
630900,62.4,5347,28.6,51.3,48.7,1.5,0.5,0.3,0,68.7,0,94.6,3.6,96.4,4958,42.8,3021,37.4,40.2,16.6,5.4,0.5,3783,16.3,382,0.10097806,5347,2921,0.546287638,2426,0.453712362,1340,96,0.071641791,45441,1340,747,0,85,662,203,372,61,26,593,0,325,268,251,17,0,0,930,0.694029851,4958,57.2,42.8,46.6,1417,1340,0.945659845,77,0.054340155,1340,747,19,35,0,54,593,40,0,0,40,94,0.070149254,5257,975,18.5,386,0.073425908,1399,0.266121362,2054,0.390717139,2664,0.506752901,2796,0.531862279,1340,327,0.244029851,1013
640100,63.1,1342,34.3,44.3,55.7,4.5,0.9,0.9,0,39.2,1,65.7,28.8,71.2,1179,29.8,927,27.9,34.6,25.8,9.6,2,1055,10.3,83,0.078672986,1342,894,0.666169896,448,0.333830104,438,70,0.159817352,47500,438,229,0,47,182,71,43,22,46,209,0,98,111,98,13,0,0,293,0.668949772,1179,70.2,29.8,49.5,496,438,0.883064516,58,0.116935484,438,229,15,0,0,15,209,0,0,0,0,15,0.034246575,1342,122,9.1,33,0.024590164,129,0.096125186,304,0.226527571,487,0.362891207,553,0.412071535,438,49,0.111872146,389
640300,60.9,7018,37.5,47.1,52.9,0,0,0.4,0,21.9,12.9,46.5,52.6,47.4,6473,10.2,4939,14.3,39.5,25.7,14.8,5.8,5470,8.6,205,0.037477148,7018,6028,0.858934169,990,0.141065831,2280,354,0.155263158,68483,2280,1839,0,220,1619,650,383,175,411,441,0,214,227,165,62,0,0,1846,0.809649123,6473,89.8,10.2,16.1,2440,2280,0.93442623,160,0.06557377,2280,1839,66,0,0,66,441,0,0,0,0,66,0.028947368,7017,314,4.5,147,0.020949124,377,0.053726664,535,0.076243409,955,0.136098048,1019,0.145218754,2280,208,0.09122807,2072
640400,56.6,3819,39.2,48.4,51.6,0,0.2,1,0,17.2,9.2,40,56.7,43.3,3667,12.1,2566,14.6,45,24.8,9.8,5.8,3039,7.5,112,0.036854228,3819,3195,0.836606441,624,0.163393559,1249,150,0.120096077,74583,1249,967,0,115,852,315,234,82,221,282,0,139,143,135,0,0,8,995,0.79663731,3667,87.9,12.1,33.6,1259,1249,0.992057188,10,0.007942812,1249,967,0,0,0,0,282,0,0,0,0,0,0,3819,272,7.1,48,0.012568735,421,0.110238282,430,0.11259492,644,0.168630532,705,0.184603299,1249,81,0.064851882,1168
640500,54.5,3389,38.4,46.6,53.4,1.7,0,2.2,0,11.5,2.1,40.1,55.4,44.6,3195,14.9,2419,10.4,42.6,26.6,13.9,6.5,2784,8.8,124,0.04454023,3389,2855,0.842431396,534,0.157568604,1379,195,0.141406817,68460,1379,1037,7,167,863,355,266,90,152,342,0,220,122,62,8,14,38,985,0.714285714,3195,85.1,14.9,24.9,1549,1379,0.890251775,170,0.109748225,1379,1037,29,9,0,38,342,0,0,0,0,38,0.0275562,3388,218,6.4,30,0.008854782,346,0.102125148,395,0.116587957,554,0.1635183,655,0.193329398,1379,132,0.095721537,1247
640600,64.9,4352,34.8,48,52,0,0,3.5,0,22.7,2,43.9,50.6,49.4,3963,18.8,2876,18.9,36.5,33.3,5.8,5.4,3382,12,501,0.148137197,4352,3192,0.733455882,1160,0.266544118,1618,217,0.134116193,36274,1618,726,0,67,659,279,176,27,177,892,40,521,331,271,53,7,0,990,0.611866502,3963,81.2,18.8,33.8,1753,1618,0.922989161,135,0.077010839,1618,726,9,33,0,42,892,65,22,0,87,129,0.079728059,4343,1043,24,503,0.115818559,1294,0.297950725,1539,0.354363343,1727,0.397651393,1815,0.417913884,1618,338,0.208899876,1280
640700,61.4,3221,34.8,45.7,54.3,0.7,0.2,0.6,0,28.3,4.7,62.1,36.6,63.4,2909,20.1,2157,17,38.6,24.9,16,3.5,2412,12.5,202,0.083747927,3221,2264,0.702887302,957,0.297112698,1062,139,0.130885122,58200,1062,876,0,72,804,382,186,105,131,186,0,127,59,59,0,0,0,863,0.812617702,2909,79.9,20.1,30.1,1110,1062,0.956756757,48,0.043243243,1062,876,20,0,0,20,186,22,0,0,22,42,0.039548023,3221,425,13.2,129,0.040049674,656,0.203663459,797,0.247438684,1012,0.31418814,1136,0.352685501,1062,141,0.132768362,921
640800,60.2,1821,30.6,48.8,51.2,0.3,0,0.6,0,38.3,1.2,78,20.5,79.5,1713,19.3,1057,21.4,38.9,27,10.6,2.2,1371,16.9,130,0.094821298,1821,1379,0.757276222,442,0.242723778,504,106,0.21031746,46724,504,360,0,70,290,95,81,53,61,144,0,124,20,14,6,0,0,310,0.615079365,1713,80.7,19.3,27.9,545,504,0.924770642,41,0.075229358,504,360,0,0,0,0,144,0,0,0,0,0,0,1803,292,16.2,95,0.052689961,363,0.201331115,487,0.27010538,677,0.375485302,840,0.465890183,504,97,0.192460317,407
650100,62.8,4515,30.3,50.7,49.3,1.4,0,0.8,0,56.1,4.3,88.8,9.3,90.7,4157,35.3,2740,40.7,32.8,19.8,5.6,1.1,3386,11.5,415,0.122563497,4515,2648,0.58648948,1867,0.41351052,1222,217,0.177577741,43125,1222,657,0,96,561,227,221,36,77,565,0,292,273,257,9,0,7,834,0.682487725,4157,64.7,35.3,44.8,1363,1222,0.896551724,141,0.103448276,1222,657,32,0,0,32,565,52,10,0,62,94,0.076923077,4515,956,21.2,322,0.071317829,1186,0.262679956,1543,0.341749723,1959,0.433887043,2049,0.453820598,1222,347,0.28396072,875
650200,59.5,7653,32.2,52,48,1.3,1.4,0,0,34.4,0.6,78.1,20.4,79.6,7141,28.3,4495,32.3,32.7,24.7,9.2,1.1,5652,15.4,633,0.111995754,7653,4939,0.64536783,2714,0.35463217,2152,236,0.109665428,48298,2152,1433,0,204,1229,760,195,90,184,719,32,252,435,337,48,39,11,1664,0.773234201,7141,71.7,28.3,37.9,2300,2152,0.935652174,148,0.064347826,2152,1433,43,0,0,43,719,86,0,0,86,129,0.059944238,7653,1382,18.1,552,0.072128577,1525,0.199268261,2286,0.29870639,3020,0.39461649,3174,0.414739318,2152,429,0.199349442,1723
650301,64.4,5798,31.7,51.8,48.2,0,0.2,1.3,0,39.3,3,82,16.2,83.8,5460,23.4,3395,28.8,33.3,28.8,6.7,2.3,4170,13.1,284,0.068105516,5798,3906,0.67368058,1892,0.32631942,1571,346,0.220241884,60885,1571,1269,0,162,1107,655,259,79,114,302,0,185,117,70,38,0,9,1224,0.779121579,5460,76.6,23.4,33.4,1657,1571,0.948098974,86,0.051901026,1571,1269,45,0,11,56,302,32,0,0,32,88,0.056015277,5798,578,10,195,0.033632287,936,0.161434978,1359,0.234391169,2008,0.346326319,2567,0.442738875,1571,277,0.176320815,1294
650302,56.5,4112,31,49.5,50.5,4.2,0.2,0,0,50.2,0.9,84.7,11.1,88.9,3899,36.8,2534,38.6,28.5,17.2,9.5,6.2,3125,10,249,0.07968,4112,2535,0.616488327,1577,0.383511673,1104,229,0.207427536,47042,1104,871,0,118,753,241,308,95,109,233,0,84,149,127,0,0,22,902,0.817028986,3899,63.2,36.8,49.4,1118,1104,0.987477639,14,0.012522361,1104,871,32,0,0,32,233,0,0,0,0,32,0.028985507,4112,536,13,58,0.014105058,669,0.162694553,1004,0.244163424,1969,0.478842412,2003,0.487110895,1104,165,0.149456522,939
650400,62.2,6575,30.4,48.3,51.7,6,0.5,1,0,51.1,0.4,79.7,12.9,87.1,6124,33.3,3917,34.2,39.4,15.3,7.3,3.9,4855,15.5,425,0.08753862,6575,3978,0.605019011,2597,0.394980989,1675,332,0.198208955,51039,1675,1336,24,213,1099,540,297,96,166,339,41,163,135,92,34,0,9,1234,0.736716418,6124,66.7,33.3,42.2,1733,1675,0.966532025,58,0.033467975,1675,1336,99,0,0,99,339,0,0,0,0,99,0.059104478,6575,861,13.1,150,0.022813688,1279,0.194524715,1770,0.269201521,2453,0.373079848,3081,0.468593156,1675,328,0.195820896,1347
650500,55.5,4096,33.9,51.5,48.5,8.2,1.1,0.4,0,35.3,3.3,71.6,18.6,81.4,3877,26.3,2678,21.5,36.6,27.1,11.2,3.5,3215,13.5,214,0.066562986,4096,2836,0.692382813,1260,0.307617188,1350,169,0.125185185,57625,1350,988,8,175,805,471,183,42,109,362,0,275,87,70,17,0,0,892,0.660740741,3877,73.7,26.3,39.4,1603,1350,0.84217093,253,0.15782907,1350,988,52,10,0,62,362,0,8,0,8,70,0.051851852,4087,538,13.2,21,0.005138243,792,0.193785172,1199,0.293369219,1530,0.37435772,1621,0.39662344,1350,188,0.139259259,1162
660301,88.6,1988,19.9,43.3,56.7,32.4,0,0,0,47.6,8.8,61,0.7,99.3,1752,27.1,783,36.8,38.7,17.5,6.4,0.6,1200,34.2,401,0.334166667,1988,1368,0.688128773,620,0.311871227,556,206,0.370503597,22083,556,127,0,30,97,74,13,10,0,429,22,257,150,150,0,0,0,247,0.444244604,1752,72.9,27.1,43.7,646,556,0.860681115,90,0.139318885,556,127,0,0,0,0,429,71,11,0,82,82,0.147482014,1988,955,48,610,0.306841046,1271,0.639336016,1567,0.788229376,1784,0.897384306,1833,0.922032193,556,322,0.579136691,234
660302,61.5,5616,30.6,49.4,50.6,13.7,0.6,0.7,0,60.8,2.4,82.2,3.1,96.9,5076,46.7,3358,43.2,30.2,18.6,6.6,1.5,4000,16.4,805,0.20125,5616,3180,0.566239316,2436,0.433760684,1399,314,0.224446033,34810,1399,528,0,18,510,266,141,81,22,871,17,300,554,482,57,15,0,1064,0.760543245,5076,53.3,46.7,57.5,1643,1399,0.851491175,244,0.148508825,1399,528,51,8,8,67,871,31,34,16,81,148,0.10578985,5616,1554,27.7,389,0.069266382,2237,0.398326211,2703,0.481303419,3461,0.616274929,4210,0.749643875,1399,456,0.325947105,943
660400,70.5,6330,27.6,44.6,55.4,3.4,0,0,0,61.9,0,91.4,5.7,94.3,5855,38.7,3351,47.2,28,17.2,6.6,1,4422,12.1,520,0.117593849,6330,3608,0.569984202,2722,0.430015798,1473,287,0.194840462,43609,1473,890,0,80,810,434,250,65,61,583,24,263,296,242,54,0,0,1106,0.750848608,5855,61.3,38.7,47.9,1579,1473,0.932868904,106,0.067131096,1473,890,41,16,8,65,583,75,25,0,100,165,0.112016293,6296,1300,20.6,643,0.102128335,1764,0.280177891,2212,0.35133418,2952,0.468869123,3240,0.514612452,1473,482,0.327223354,991
660500,71.3,5346,30.1,51.8,48.2,12.9,0.5,0,0,49.6,2,81.4,6.2,93.8,4892,41.4,3021,47.7,35.2,12.6,3,1.6,3917,12.8,735,0.187643605,5346,2983,0.55798728,2363,0.44201272,1370,292,0.213138686,37418,1370,647,0,48,599,308,164,52,75,723,0,333,390,262,119,0,9,989,0.72189781,4892,58.6,41.4,51.5,1457,1370,0.940288264,87,0.059711736,1370,647,17,0,15,32,723,81,55,7,143,175,0.127737226,5338,1567,29.4,577,0.108092919,2226,0.417010116,2544,0.47658299,3453,0.646871487,3698,0.692768827,1370,360,0.262773723,1010
660600,51.5,6046,30.6,50.4,49.6,61.5,0,0.2,0,21.1,3.6,32.4,4.9,95.1,5438,14.9,3579,32.2,33.2,28.3,4.9,1.3,4663,24.8,1261,0.270426764,6046,5059,0.836751571,987,0.163248429,1930,721,0.37357513,29071,1930,661,0,54,607,296,197,90,24,1269,43,728,498,386,88,0,24,1105,0.57253886,5438,85.1,14.9,46.8,2339,1930,0.825138948,409,0.174861052,1930,661,0,26,0,26,1269,27,0,7,34,60,0.031088083,6014,2132,35.5,771,0.128200865,2562,0.426005986,2834,0.471233788,3760,0.625207848,4099,0.681576322,1930,792,0.410362694,1138
660700,56.7,2398,32.3,48.1,51.9,90.3,0,2.3,0,1.1,2.1,2.3,3.7,96.3,2257,2.6,1385,28.3,38.8,23.6,4.9,4.4,1882,30.2,508,0.269925611,2398,2319,0.96705588,79,0.03294412,628,264,0.420382166,30800,628,290,0,15,275,72,57,45,101,338,0,152,186,131,19,36,0,461,0.734076433,2257,97.4,2.6,0,716,628,0.877094972,88,0.122905028,628,290,4,0,0,4,338,16,0,0,16,20,0.031847134,2398,1010,42.1,666,0.277731443,1109,0.462468724,1189,0.495829858,1342,0.559633028,1568,0.653878232,628,301,0.479299363,327
660800,66.7,5740,29.7,48.8,51.2,48.8,0,0.3,0,41,1.4,47.4,2.1,97.9,5032,22.2,3289,28.5,36.4,27.9,5.4,1.8,3936,20.1,706,0.179369919,5740,4363,0.76010453,1377,0.23989547,1667,442,0.265146971,35730,1667,696,0,73,623,270,199,110,44,971,30,439,502,361,100,17,24,1125,0.674865027,5032,77.8,22.2,47.9,2207,1667,0.755323969,540,0.244676031,1667,696,27,47,24,98,971,29,0,0,29,127,0.076184763,5626,1796,31.9,835,0.148418059,2300,0.40881621,2586,0.459651617,3201,0.568965517,3494,0.621045148,1667,550,0.329934013,1117
660900,52.1,4393,35.5,38.5,61.5,83.9,0,2.5,0,2.7,4.4,5.6,3.5,96.5,4030,1.7,2672,12.7,40.7,38.6,7,1,3431,32,1072,0.312445351,4393,4159,0.94673344,234,0.05326656,1285,523,0.407003891,28634,1285,447,0,28,419,129,185,89,16,838,23,384,431,300,82,41,8,850,0.661478599,4030,98.3,1.7,20.2,1779,1285,0.722315908,494,0.277684092,1285,447,51,0,0,51,838,63,13,0,76,127,0.098832685,4366,1876,43,831,0.190334402,2033,0.46564361,2203,0.504580852,2438,0.558405863,2684,0.614750344,1285,690,0.536964981,595
661000,66.3,5501,33.1,42.1,57.9,89.8,0,4.3,0,0.3,1.2,4.6,0.4,99.6,5080,3.4,3529,11.9,40.6,28.6,13.8,5.1,4270,30.7,745,0.174473068,5501,5152,0.93655699,349,0.06344301,1852,664,0.358531317,30218,1852,951,0,58,893,289,211,214,179,901,22,419,460,358,57,38,7,1353,0.730561555,5080,96.6,3.4,41,2127,1852,0.87070992,275,0.12929008,1852,951,30,8,0,38,901,32,0,0,32,70,0.037796976,5501,1399,25.4,794,0.144337393,1749,0.317942192,2154,0.39156517,2443,0.444101073,2503,0.45500818,1852,571,0.308315335,1281
661100,53.9,6285,31.8,48.5,51.5,45.4,0.8,0.4,0,24.1,3.5,49.5,3.6,96.4,5785,17.9,3817,24.8,37.3,29.9,6.9,1.1,4795,14.7,736,0.153493222,6285,4971,0.790930788,1314,0.209069212,1831,525,0.286728564,47588,1831,1235,0,119,1116,494,517,50,55,596,21,340,235,208,16,0,11,1351,0.73784817,5785,82.1,17.9,40.6,1987,1831,0.921489683,156,0.078510317,1831,1235,21,7,0,28,596,7,0,0,7,35,0.019115238,6225,1411,22.7,205,0.032931727,1963,0.315341365,2326,0.373654618,2768,0.444658635,2933,0.471164659,1831,533,0.291097761,1298
670100,89.8,1325,26.2,42.6,57.4,91.1,0,0,0,3.4,0,4.2,4.8,95.2,1230,0.9,668,23.7,32.6,35.9,6.6,1.2,873,23.9,179,0.205040092,1325,1300,0.981132075,25,0.018867925,347,162,0.46685879,29353,347,129,0,11,118,25,10,4,79,218,0,93,125,80,32,0,13,243,0.700288184,1230,99.1,0.9,18.3,552,347,0.628623188,205,0.371376812,347,129,0,0,0,0,218,16,0,0,16,16,0.04610951,1293,525,40.6,435,0.336426914,630,0.487238979,723,0.559164733,794,0.614075793,794,0.614075793,347,151,0.435158501,196
670200,76.7,873,27.4,42.4,57.6,90.7,0,0,0,4.5,0,9.3,0,100,773,3.4,476,19.3,54.8,24.8,1.1,0,634,26.1,217,0.342271293,873,823,0.942726231,50,0.057273769,277,132,0.476534296,23438,277,124,0,9,115,10,13,7,85,153,0,68,85,50,18,6,11,200,0.722021661,773,96.6,3.4,52,545,277,0.508256881,268,0.491743119,277,124,6,0,0,6,153,0,9,0,9,15,0.054151625,868,427,49.2,190,0.218894009,494,0.569124424,555,0.639400922,592,0.68202765,621,0.715437788,277,121,0.436823105,156
670300,66.1,1201,32.6,50.4,49.6,88.5,0,0,0,7.6,0,8.3,3.2,96.8,1077,4.5,719,18.6,38.2,37.8,3.5,1.8,892,25.7,296,0.331838565,1201,1167,0.971690258,34,0.028309742,379,166,0.437994723,38510,379,158,0,0,158,42,4,50,62,221,0,81,140,119,21,0,0,298,0.786279683,1077,95.5,4.5,63.2,605,379,0.626446281,226,0.373553719,379,158,0,0,0,0,221,0,0,0,0,0,0,1185,551,46.5,283,0.238818565,646,0.545147679,654,0.551898734,729,0.615189873,734,0.619409283,379,118,0.311345646,261
670400,62.8,1594,30.7,43.9,56.1,90.8,0,0,0,7.8,0.3,8.8,0,100,1487,5.9,958,23.4,36.8,32.6,5.5,1.7,1224,40.8,407,0.33251634,1594,1515,0.950439147,79,0.049560853,508,188,0.37007874,21471,508,178,0,0,178,57,18,33,70,330,11,185,134,85,16,10,23,312,0.614173228,1487,94.1,5.9,74.6,696,508,0.729885057,188,0.270114943,508,178,2,0,0,2,330,28,0,0,28,30,0.059055118,1594,767,48.1,395,0.247804266,840,0.526976161,950,0.595984944,1115,0.699498118,1120,0.702634881,508,278,0.547244094,230
670500,57,1072,41.6,50.1,49.9,82.6,0,1,0,9.9,0.9,15.9,1.2,98.8,1049,7.2,782,16.5,43.6,30.1,9.3,0.5,859,37.4,227,0.264260768,1072,983,0.916977612,89,0.083022388,348,142,0.408045977,26875,348,214,0,16,198,53,33,34,78,134,0,30,104,77,15,0,12,302,0.867816092,1049,92.8,7.2,51,452,348,0.769911504,104,0.230088496,348,214,7,0,0,7,134,0,0,0,0,7,0.020114943,1072,432,40.3,26,0.024253731,507,0.472947761,589,0.549440299,651,0.607276119,733,0.683768657,348,168,0.482758621,180
670600,61.1,1460,31,45.3,54.7,92.2,0,0,0,5.3,0.6,7,0.2,99.8,1366,4,907,22.3,35.9,33.4,5.4,3,1217,38.3,269,0.221035333,1460,1396,0.956164384,64,0.043835616,400,156,0.39,26250,400,238,0,12,226,22,15,13,176,162,0,80,82,52,18,12,0,308,0.77,1366,96,4,56.8,522,400,0.766283525,122,0.233716475,400,238,1,0,0,1,162,0,13,0,13,14,0.035,1456,584,40.1,401,0.275412088,686,0.471153846,698,0.479395604,727,0.499313187,807,0.554258242,400,148,0.37,252
670700,64.1,1365,32.8,50.8,49.2,95.9,0,0,0,0,2,4.8,0.1,99.9,1276,0.9,844,23.1,43.7,27.5,3.6,2.1,1046,27,191,0.182600382,1365,1340,0.981684982,25,0.018315018,413,198,0.479418886,25905,413,187,0,20,167,45,27,0,95,226,18,79,129,82,6,41,0,296,0.716707022,1276,99.1,0.9,37.9,536,413,0.770522388,123,0.229477612,413,187,0,0,0,0,226,13,9,0,22,22,0.053268765,1365,418,30.6,250,0.183150183,593,0.434432234,738,0.540659341,892,0.653479853,910,0.666666667,413,217,0.525423729,196
670800,77.8,1762,31.7,43.4,56.6,99.1,0,0,0,0,0,0.9,0,100,1585,2,1030,32.9,44.1,16.1,3.7,3.2,1239,43.1,490,0.395480226,1762,1712,0.971623156,50,0.028376844,550,220,0.4,18882,550,199,0,0,199,15,47,45,92,351,0,175,176,131,31,0,14,375,0.681818182,1585,98,2,84.6,689,550,0.798258345,139,0.201741655,550,199,0,0,0,0,351,28,0,0,28,28,0.050909091,1743,921,52.8,500,0.286861733,931,0.534136546,1149,0.659208262,1279,0.733792312,1285,0.737234653,550,314,0.570909091,236
670900,56.1,1506,35.2,50,50,96.9,0,0,0,1.3,0.3,1.3,1.4,98.6,1439,1,1026,18.1,30.1,37.6,10.8,3.3,1212,42.6,319,0.26320132,1506,1498,0.994687915,8,0.005312085,483,182,0.376811594,26103,483,248,0,20,228,65,46,23,94,235,0,81,154,77,73,4,0,382,0.790890269,1439,99,1,45.5,632,483,0.764240506,149,0.235759494,483,248,14,0,0,14,235,14,0,0,14,28,0.057971014,1506,478,31.7,308,0.204515272,584,0.387782205,711,0.472111554,740,0.491367862,772,0.512616202,483,217,0.449275362,266
671100,99.3,1449,24.7,41.5,58.5,99.7,0,0,0,0,0,0,0.3,99.7,1254,0,718,34,30.1,24.5,10.2,1.3,889,38.9,357,0.401574803,1449,1413,0.97515528,36,0.02484472,358,160,0.446927374,25625,358,128,0,4,124,32,6,21,65,230,0,87,143,97,18,10,18,267,0.745810056,1254,100,0,,490,358,0.730612245,132,0.269387755,358,128,0,0,0,0,230,25,15,0,40,40,0.111731844,1437,851,59.2,562,0.391092554,879,0.611691023,1067,0.742519137,1084,0.754349339,1143,0.795407098,358,172,0.480446927,186
671200,71.3,1064,32,38,62,96.9,0,0,0,0,3.1,0,0,100,998,0,620,32.3,39.4,24.4,3.4,0.6,786,52.2,305,0.388040712,1064,1064,1,0,0,321,149,0.464174455,19837,321,107,0,18,89,13,6,12,58,214,0,99,115,104,7,0,4,204,0.635514019,998,100,0,0,487,321,0.659137577,166,0.340862423,321,107,0,0,0,0,214,22,0,0,22,22,0.068535826,1029,562,54.6,228,0.221574344,751,0.729834791,770,0.74829932,834,0.810495627,834,0.810495627,321,202,0.629283489,119
671300,53.1,1999,37.8,51.4,48.6,95.1,0,0,0,3.7,1.2,3.7,0.1,99.9,1909,0.5,1310,26.3,33.7,30.4,6,3.7,1637,31,413,0.252290776,1999,1957,0.978989495,42,0.021010505,594,229,0.385521886,33158,594,304,10,0,294,39,49,71,135,290,10,99,181,105,8,37,31,475,0.7996633,1909,99.5,0.5,13.7,868,594,0.684331797,274,0.315668203,594,304,18,3,0,21,290,4,0,0,4,25,0.042087542,1985,639,32.2,189,0.095214106,776,0.39093199,943,0.475062972,1065,0.536523929,1160,0.584382872,594,199,0.335016835,395
671400,51.8,1815,42.7,47.2,52.8,97.7,0,0,0,0.3,0.7,3.4,0,100,1740,0,1281,29.1,42.1,24.4,4.4,0,1558,28.4,467,0.299743261,1815,1798,0.990633609,17,0.009366391,563,290,0.515097691,28922,563,331,0,13,318,34,81,61,142,232,0,127,105,73,17,5,10,423,0.751332149,1740,100,0,0,653,563,0.862174579,90,0.137825421,563,331,6,0,0,6,232,0,0,0,0,6,0.010657194,1809,700,38.7,355,0.196241017,808,0.446655611,889,0.49143173,1199,0.662797125,1352,0.74737424,563,273,0.484902309,290
671500,69.3,3012,33.5,45.5,54.5,88.7,0,0,0,5.6,2.2,8.2,0.9,99.1,2723,3.2,1839,25.6,47.5,20.9,4.5,1.6,2338,43,727,0.31094953,3012,2855,0.947875166,157,0.052124834,935,417,0.445989305,23656,935,394,0,63,331,42,57,65,167,541,0,235,306,169,92,5,40,637,0.681283422,2723,96.8,3.2,50.3,1230,935,0.760162602,295,0.239837398,935,394,5,0,0,5,541,23,0,0,23,28,0.029946524,2994,1328,44.4,783,0.261523046,1816,0.606546426,2049,0.684368737,2199,0.734468938,2259,0.754509018,935,503,0.537967914,432
671600,65,2030,45.5,49.4,50.6,89.6,0,0,0,7.3,1.5,7.3,1.7,98.3,1976,3.8,1515,18.7,39.9,36.2,3.6,1.5,1768,35.4,397,0.224547511,2030,1948,0.959605911,82,0.040394089,678,239,0.352507375,24914,678,268,0,38,230,26,31,45,128,410,11,176,223,175,5,43,0,453,0.668141593,1976,96.2,3.8,54.7,992,678,0.683467742,314,0.316532258,678,268,25,0,0,25,410,7,0,5,12,37,0.054572271,2030,655,32.3,187,0.092118227,864,0.425615764,1067,0.525615764,1410,0.694581281,1448,0.713300493,678,261,0.384955752,417
671800,67.8,1260,29.3,48.1,51.9,86.1,0,0,0,4,9.8,4.7,0,100,1206,3.2,720,25.1,37.5,24,10,3.3,969,27.6,224,0.231166151,1260,1222,0.96984127,38,0.03015873,359,158,0.440111421,29353,359,222,0,10,212,50,15,20,127,137,0,60,77,43,14,15,5,289,0.805013928,1206,96.8,3.2,65.5,479,359,0.749478079,120,0.250521921,359,222,9,0,0,9,137,0,0,0,0,9,0.025069638,1260,471,37.4,190,0.150793651,625,0.496031746,746,0.592063492,847,0.672222222,920,0.73015873,359,140,0.389972145,219
671900,75.7,1195,34.8,49.3,50.7,99.2,0,0,0,0,0.4,0.3,0,100,1140,0,788,17.6,42.9,30.7,5.5,3.3,908,36.8,115,0.126651982,1195,1195,1,0,0,314,164,0.522292994,49167,314,235,9,4,222,39,51,20,112,79,0,49,30,20,3,0,7,252,0.802547771,1140,100,0,0,428,314,0.73364486,114,0.26635514,314,235,8,0,0,8,79,13,0,0,13,21,0.066878981,1190,253,21.3,90,0.075630252,281,0.236134454,584,0.490756303,722,0.606722689,803,0.674789916,314,97,0.308917197,217
672000,70.6,3848,37.4,56.8,43.2,93.6,0,0,0,5.1,0.9,5.2,0.4,99.6,3570,1.9,2414,21.4,47.1,23.4,5.5,2.7,2911,28.3,382,0.131226383,3848,3817,0.991943867,31,0.008056133,1091,248,0.22731439,40646,1091,690,0,44,646,119,164,59,304,401,0,227,174,107,23,0,44,820,0.751604033,3570,98.1,1.9,33.7,1231,1091,0.886271324,140,0.113728676,1091,690,22,0,0,22,401,39,0,0,39,61,0.055912007,3747,624,16.7,189,0.050440352,915,0.244195356,1413,0.377101681,1829,0.488123832,1836,0.489991994,1091,324,0.296975252,767
